ulasan,processed_text
"SANGAT BURUK DAN KECEWA. Pesan gocar dpt driver nya JAUH dan TIDAK GERAK, ngga ada tanggapan. Di CANCEL terus oleh driver krn Jauh . Pdhl udh klik driver jauh eh tetap aja DAPAT JARAK JAUH. Udh LUANGKAN wktu 1 jam buat pesan gocar tp selalu susah dpt. Bukan hanya sekali kayak gini, UDH BERKALI-KALI. SANGAT BURUK DAN KECEWA PELAYANAN GO-JEK. KASIHAN JUGA DRIVER PENDAPATAN KECIL, BURUK SEKALI.","['buruk', 'kecewa', 'pesan', 'gocar', 'dpt', 'driver', 'nya', 'gerak', 'ngga', 'tanggap', 'cancel', 'driver', 'krn', 'pdhl', 'udh', 'klik', 'driver', 'eh', 'aja', 'jarak', 'udh', 'luang', 'wktu', 'jam', 'pesan', 'gocar', 'tp', 'susah', 'dpt', 'kayak', 'gin', 'udh', 'berkalikali', 'buruk', 'kecewa', 'layan', 'gojek', 'kasihan', 'driver', 'dapat', 'buruk']"
"Kenapa sekarang susah bayar ke salah 1 aplikasi novel online. Padahal itu salah 1 fav saya. Maaf ya saya kasih *1, biar ada usaha lebih baik lg. #Mohon maaf, Kak Rinni. Agar bisa menggunakan GoPay, pastikan saldo cukup, masukkan PIN GoPay yang benar, dan gunakan aplikasi terbaru# Dijawab gitu donk🤪🤪 gini ni ya min. Kalau saya bilang mau top up insyaallah saldonya lebih dari cukup. Jawabnya jgn pake mesin donk","['susah', 'bayar', 'salah', 'aplikasi', 'novel', 'online', 'salah', 'fav', 'maaf', 'ya', 'kasih', 'biar', 'usaha', 'lg', 'mohon', 'maaf', 'kak', 'rinni', 'gopay', 'pasti', 'saldo', 'masuk', 'pin', 'gopay', 'aplikasi', 'baru', 'gitu', 'donk', 'gin', 'ni', 'ya', 'min', 'bilang', 'top', 'up', 'insyaallah', 'saldo', 'jgn', 'pake', 'mesin', 'donk']"
"Kecewa dikit dikit iklan,lagi nonton tiktok iklan, lagi mainin game iklan,lagi ngeliat wa iklan,lagi beri reting pun iklan,kecewa kalau bisa iklan aplikasinya di hapus aja,kecewa GK bagus,","['kecewa', 'dikit', 'dikit', 'iklanlagi', 'nonton', 'tiktok', 'iklan', 'mainin', 'game', 'iklanlagi', 'ngeliat', 'wa', 'iklanlagi', 'reting', 'iklankecewa', 'iklan', 'aplikasi', 'hapus', 'ajakecewa', 'gk', 'bagus']"
"tolong lah di update yg bener, cari lokasi aja selalu ke arah sebaliknya. cari driver berjam jam sampe di cancel mulu mendadak sama driver nya. pelayanan nya buruk sekali aplikasi ini","['tolong', 'update', 'yg', 'bener', 'cari', 'lokasi', 'aja', 'arah', 'cari', 'driver', 'jam', 'jam', 'sampe', 'cancel', 'mulu', 'dadak', 'driver', 'nya', 'layan', 'nya', 'buruk', 'aplikasi']"
"pernh gk klian psan brng dngan jsa instan atau same day, dan itu pasti dikenalkan biaya kirim, mau jarak berapapun itu 0 km pun pasti ada biaya nya, & aneh nya ketika driver dapet orderan itu, malah gk dpet apa-apa, gila sih. Jdi di aplikasi driver itu ada yg nmanya ""multi instant"" Ini adlh orderan satu atau dua toko dengn jumlah paket maksml 3, & ktika driver dpt dri toko A untuk tujuan 1 dan 2, tjuan stu ke tko A juga & tjuan 2 nya agk jauh, ongkir yg di byr adlh tjuan 2,krena tjuan 1 almt sma","['pernh', 'gk', 'klian', 'psan', 'brng', 'dngan', 'jsa', 'instan', 'same', 'day', 'kenal', 'biaya', 'kirim', 'jarak', 'km', 'biaya', 'nya', 'aneh', 'nya', 'driver', 'dapet', 'order', 'gk', 'dpet', 'apaapa', 'gila', 'sih', 'jdi', 'aplikasi', 'driver', 'yg', 'nmanya', 'multi', 'instant', 'adlh', 'order', 'toko', 'dengn', 'paket', 'maksml', 'ktika', 'driver', 'dpt', 'dri', 'toko', 'a', 'tuju', 'tjuan', 'stu', 'tko', 'a', 'tjuan', 'nya', 'agk', 'ongkir', 'yg', 'byr', 'adlh', 'tjuan', 'krena', 'tjuan', 'almt', 'sma']"
"Udah cukup lama ini kalo order gofood, datangnya makanan lamaaa. Padahal yg reguler. Kayaknya sistem harus dirubah. Order langsung dikasih ke driver aja, kayak yg dulu. Jgn dikasih ke resto. Soalnya ada resto2 yg aplikasi merchant nya gak on, atau malah hpnya gak standby di resto. Kalo lama kek gini, jadi males order gofood.","['udah', 'kalo', 'order', 'gofood', 'datang', 'makan', 'lamaaa', 'yg', 'reguler', 'kayak', 'sistem', 'rubah', 'order', 'langsung', 'kasih', 'driver', 'aja', 'kayak', 'yg', 'jgn', 'kasih', 'resto', 'resto', 'yg', 'aplikasi', 'merchant', 'nya', 'gak', 'on', 'hpnya', 'gak', 'standby', 'resto', 'kalo', 'kek', 'gin', 'males', 'order', 'gofood']"
Saya sering pakai Gojek tapi tolong diperbaiki sistem management drivernya Saya sudah sering dapat driver yg tiba-tiba tanpa pemberitahuan cancel orderan padahal saya sudah nunggu lama...,"['pakai', 'gojek', 'tolong', 'baik', 'sistem', 'management', 'drivernya', 'driver', 'yg', 'tibatiba', 'pemberitahuan', 'cancel', 'order', 'nunggu']"
ini apa ini mau transaksi malah ada notif aktivitas tidak wajar jadi nggak bisa transaksi aplikasi rusak,"['transaksi', 'notif', 'aktivitas', 'wajar', 'nggak', 'transaksi', 'aplikasi', 'rusak']"
Kadang-kadang ada driver mau menjemput tapi berhenti di tengah jalan gak bisa dihubungi. Sering banget ngasih driver yang jaraknya jauh. Lebih parah lagi estimasi waktu jauh dari kenyataan. Aslinya 15 menit dibilang cumab3 menit,"['kadangkadang', 'driver', 'jemput', 'henti', 'jalan', 'gak', 'hubung', 'banget', 'ngasih', 'driver', 'jarak', 'parah', 'estimasi', 'nyata', 'asli', 'menit', 'bilang', 'cumab', 'menit']"
"Drivernya bagus, ramah, dan cepat. cuma hampir 5 hari saya ga pakai karena tidak bisa masuk akun karena alasan jaringan pdhl jaringan saya lancar. Gojek tolong perbaiki aplikasinya yah. Terimakasih","['drivernya', 'bagus', 'ramah', 'cepat', 'ga', 'pakai', 'masuk', 'akun', 'alas', 'jaring', 'pdhl', 'jaring', 'lancar', 'gojek', 'tolong', 'baik', 'aplikasi', 'yah', 'terimakasih']"
"kalo pesen go food kenapa ya, pasti ada kendala telat, ga sesuai estimasi waktu yg sudah ditentukan sendiri dr gojek, sementara kasih bintang 4 dl ya, kalo sudah ada perbaikan bsk diubah ke bintang 5 🙏🙏🙏","['kalo', 'sen', 'go', 'food', 'ya', 'kendala', 'telat', 'ga', 'sesuai', 'estimasi', 'yg', 'tentu', 'dr', 'gojek', 'kasih', 'bintang', 'dl', 'ya', 'kalo', 'baik', 'bsk', 'ubah', 'bintang', '']"
"Petanya kok kaya begitu... Susah mau nyari lokasi yang mau di tuju... Aplikasi udah yg terbaru,memang hanya warna putih jak kah petanya itu ndk bisa di ubah seperti google map.","['peta', 'kaya', 'susah', 'nyari', 'lokasi', 'tuju', 'aplikasi', 'udah', 'yg', 'terbarumemang', 'warna', 'putih', 'jak', 'kah', 'peta', 'ndk', 'ubah', 'google', 'map']"
"Kebantu banget dalam segala hal.aq hapus aplikasi lain2 hanya gojek di hati.tapi kenapa sih makin ksini gojek makin kayak ga butuh penumpang??? Tiap pagi anak2 saya sekolah ta' psenin gojek, selalu dapetnya 10menitan *seringnya. tolong dong jgn lempar jauh2 .kalo begini terus saya download aplikasi lain2 aja lah! Terus masalah titik, coba yah itu jgn ada kt2 titik di pesan instan! Krn titik suka bergeser dikit2..sesuai jaringan per detik itu.padahal itu alamat ga berubah samsek dari taunan lalu","['bantu', 'banget', 'halaq', 'hapus', 'aplikasi', 'gojek', 'hatitapi', 'sih', 'ksini', 'gojek', 'kayak', 'ga', 'butuh', 'tumpang', 'pagi', 'anak', 'sekolah', 'ta', 'psenin', 'gojek', 'dapetnya', 'menit', 'tolong', 'jgn', 'lempar', 'kalo', 'download', 'aplikasi', 'aja', 'titik', 'coba', 'yah', 'jgn', 'kt', 'titik', 'pesan', 'instan', 'krn', 'titik', 'suka', 'geser', 'dikitsesuai', 'jaring', 'detik', 'itupadahal', 'alamat', 'ga', 'ubah', 'samsek', 'taun']"
"Ga pernah ada masalah dng Gopinjam..setelah lunas ga bisa dipakai...kemudian Gopay later di tambah limitnya dari 2 jt jadi 2,7...setelah dipakai belanja di Toped aman 3 hari kemudian tidak bisa dipakai ...tapi tiap hari notif tentang Gopaylater terus....hehehe ga bahaya ta...yang aneh stelah gopay later gak bisa dipake...tgl 21 Nov 2023 limit ditambah lagi jadi 3,6 jt..tapi juga tetap gak bisa dipake..hehehe..aplikasi bosok..iki...terjadi lagi setelah limit Gopaylater di Blokir...","['ga', 'dng', 'gopinjamsetelah', 'lunas', 'ga', 'dipakaikemudian', 'gopay', 'later', 'limit', 'jt', 'pakai', 'belanja', 'toped', 'aman', 'pakai', 'notif', 'gopaylater', 'terushehehe', 'ga', 'bahaya', 'tayang', 'aneh', 'stelah', 'gopay', 'later', 'gak', 'dipaketgl', 'nov', 'limit', 'tambah', 'jttapi', 'gak', 'dipakeheheheaplikasi', 'bosokikiterjadi', 'limit', 'gopaylater', 'blokir']"
"Memang sangat membantu sekali. Cuma sayang. Di kota saya goride belum nyampe titik jemput sudah dikunci dengan ""driver sudah di titik jemput"" padahal masih jauh. Untuk gocar nya kalau hujan2 begini, susah dapetnya. Sekali dapet lama tidak bergerak dan tidak ada respon. Setelah lama, dilempar ke yg lain. Padahal transportasi andalan setiap hari.","['bantu', 'sayang', 'kota', 'goride', 'nyampe', 'titik', 'jemput', 'kunci', 'driver', 'titik', 'jemput', 'gocar', 'nya', 'hujan', 'susah', 'dapetnya', 'dapet', 'gerak', 'respon', 'lempar', 'yg', 'transportasi', 'andal']"
Jujur saya kecewa sama pihak golek.gopaylater dan gopay pinjam saya tiba2 gk bsa di gunakan lg.pdhal saya gk pernah telat bayar.mana limit udah gede lg. Bkn saya aja yg kena tp bnyak pelanggan gojek yg tiba2 paylaternya kena review dgn berbagai alasan. Mana bot lg yg jawab stiap x komplain. Sangat kecewa,"['jujur', 'kecewa', 'golekgopaylater', 'gopay', 'pinjam', 'gk', 'bsa', 'lgpdhal', 'gk', 'telat', 'bayarmana', 'limit', 'udah', 'gede', 'lg', 'bkn', 'aja', 'yg', 'kena', 'tp', 'bnyak', 'langgan', 'gojek', 'yg', 'paylaternya', 'kena', 'review', 'dgn', 'alas', 'bot', 'lg', 'yg', 'stiap', 'x', 'komplain', 'kecewa']"
"Muncul terus, maaf tapi apk anda sabgan menggagu daya ketika lagih melakukan sesuai memang apk ini bagus tapi saya pusing muncul terus iklan nya,sekian maaf jika ada kata aneh atau semacem nya terimakasih banyak atas perhatian saya harap pesan ini di baca bukan buat menyinggung atau semacem nya","['muncul', 'maaf', 'apk', 'sabgan', 'gagu', 'daya', 'lagih', 'sesuai', 'apk', 'bagus', 'pusing', 'muncul', 'iklan', 'nyasekian', 'maaf', 'aneh', 'semacem', 'nya', 'terimakasih', 'perhati', 'harap', 'pesan', 'baca', 'singgung', 'semacem', 'nya']"
"min, ini kenapa tiket kereta klo udh di pake masuk ke stasiun, pas keluar nya gk ada QR nya, tolong notis ini min, penting banget bagi orang yang memakai apk Gojek untuk naik kereta","['min', 'tiket', 'kereta', 'klo', 'udh', 'pake', 'masuk', 'stasiun', 'pas', 'nya', 'gk', 'qr', 'nya', 'tolong', 'not', 'min', 'banget', 'orang', 'pakai', 'apk', 'gojek', 'kereta']"
"Aplikasinya parah, suka dibatalkan secara sepihak. Saya pesan makanan udah nunggu 2 jam tiba"" Hilang tanpa konfirmasi. Saran saya pake grab atau shoope food saja lebih aman dan bisa divarikan driver lain.","['aplikasi', 'parah', 'suka', 'batal', 'pesan', 'makan', 'udah', 'nunggu', 'jam', 'hilang', 'konfirmasi', 'saran', 'pake', 'grab', 'shoope', 'food', 'aman', 'divarikan', 'driver']"
"maps error terus, susah pesan juga","['maps', 'error', 'susah', 'pesan']"
"udh hampir 6 tahun pakai app gojek ... bener"" nyaman .... makasih gojek ... driver ramah dan humble ... mantap pokonya","['udh', 'pakai', 'app', 'gojek', 'bener', 'nyaman', 'makasih', 'gojek', 'driver', 'ramah', 'humble', 'mantap', 'poko']"
Kasihan Yg jd Driver nya. saya bayar ongkir mahal tp driver cuma dapet 5000. Gojek apl Penyiksa lebih baik Uninstal / Copot aja,"['kasihan', 'yg', 'jd', 'driver', 'nya', 'bayar', 'ongkir', 'mahal', 'tp', 'driver', 'dapet', 'gojek', 'apl', 'siksa', 'uninstal', 'copot', 'aja']"
"setiap pesan makan kok harus nunggu lebih dari 1,5 jam sedangkan yang dipesan itu warteg bukan makanan yang perlu di masak lagi,sangat payah gojek","['pesan', 'makan', 'nunggu', 'jam', 'pes', 'warteg', 'makan', 'masak', 'lagisangat', 'payah', 'gojek']"
Tolong untuk map diperbaiki..sering tidak sesuai dan membuat hubungan driver dengan penumpang jadi bermasalah..tolong IT nya kerja untuk memperbaiki masalah map kalo perlu terjun ke lapangan,"['tolong', 'map', 'diperbaikisering', 'sesuai', 'hubung', 'driver', 'tumpang', 'bermasalahtolong', 'it', 'nya', 'kerja', 'baik', 'map', 'kalo', 'terjun', 'lapang']"
makanannya mantap... dan bumbu ga pelit. harga standar dan kenyang di perut......,"['makan', 'mantap', 'bumbu', 'ga', 'pelit', 'harga', 'standar', 'kenyang', 'perut']"
mudah di gunakan dan banyak menu nya,"['mudah', 'menu', 'nya']"
kebanyakan maintenance kalau lagi butuh pasti maintenance,"['banyak', 'maintenance', 'butuh', 'maintenance']"
"Gojek skrg udh tdk rekomendasi pengguna gopaylater gk jls sllu main review dan blokir , padahall pembayaran tdk pernh telat , , pantes bnyak penumpang yg pada pindah,","['gojek', 'skrg', 'udh', 'tdk', 'rekomendasi', 'guna', 'gopaylater', 'gk', 'jls', 'sllu', 'main', 'review', 'blokir', 'padahall', 'bayar', 'tdk', 'pernh', 'telat', 'pantes', 'bnyak', 'tumpang', 'yg', 'pindah']"
"Driver sulit dicari pada mager semua, ongkir terlalu mahal juga. Kenapa ga sistem lama aja dipakai driver sendiri yg cari langganan. bukan warung/toko yg cari driver.","['driver', 'sulit', 'cari', 'mager', 'ongkir', 'mahal', 'ga', 'sistem', 'aja', 'pakai', 'driver', 'yg', 'cari', 'langgan', 'warungtoko', 'yg', 'cari', 'driver']"
aplikasinya bagus bagus aja sih sebenarnya ya. Cuman iklannya cukup menggangu apalagi pas buka aplikasi lain eh malah ikaln ini yang muncul tolong ya di perbaiki lagi,"['aplikasi', 'bagus', 'bagus', 'aja', 'sih', 'ya', 'cuman', 'iklan', 'menggangu', 'pas', 'buka', 'aplikasi', 'eh', 'ikaln', 'muncul', 'tolong', 'ya', 'baik']"
"Thanks ya pesanan saya sudah sampai dg baik, walaupun agak mahal mungkin krn lokasi saya yg agak jauh. Tapi ga apa2.. tq gojek.. Tolong dong supaya GO-MART lebih lengkap, kaos kutang anak ga ada, dan masih banyak lagi yg ga ada barang lainnya..","['thanks', 'ya', 'pesan', 'dg', 'mahal', 'krn', 'lokasi', 'yg', 'ga', 'tq', 'gojek', 'tolong', 'gomart', 'lengkap', 'kaos', 'kutang', 'anak', 'ga', 'yg', 'ga', 'barang']"
"Saya selaku driver kecewa kepada sistem gojek,berpihak sebelah kepada customer,saya lagi ngejar bonus weekend,tp penumpang yg cancel tapi performa saya turun pdhl penumpang yg cancel,otomatis gagal bonusnya tidak kekejar jadi sia"" semangat ngejar bonus malah gagall!!!!!","['driver', 'kecewa', 'sistem', 'gojekberpihak', 'belah', 'customersaya', 'ngejar', 'bonus', 'weekendtp', 'tumpang', 'yg', 'cancel', 'performa', 'turun', 'pdhl', 'tumpang', 'yg', 'cancelotomatis', 'gagal', 'bonus', 'kejar', 'sia', 'semangat', 'ngejar', 'bonus', 'gagall']"
gojek makin gk jelas ni skrg sering dpt 2 orderan pas lg order jadi lama nunggu makanan sampe. ini mah org dah pingsan kelaparan baru dateng makanannya. GAJELAS SUMPAH,"['gojek', 'gk', 'ni', 'skrg', 'dpt', 'order', 'pas', 'lg', 'order', 'nunggu', 'makan', 'sampe', 'mah', 'org', 'dah', 'pingsan', 'lapar', 'dateng', 'makan', 'gajelas', 'sumpah']"
gojek kenapa suka ngeleg ya saya cape loh saya lagi buru buru malah tiba tiba ngelag padahal jaringan saya bagus perkara mau barcode lama bgt astaga,"['gojek', 'suka', 'ngeleg', 'ya', 'cape', 'loh', 'buru', 'buru', 'ngelag', 'jaring', 'bagus', 'perkara', 'barcode', 'bgt', 'astaga']"
woiii kok top up saldo GO-PAY nya tidak masuk masuk?!,"['woiii', 'top', 'up', 'saldo', 'gopay', 'nya', 'masuk', 'masuk']"
"Tolong dong benahi lagi untuk resto yg udh tutup atau ga bener ,saya pesan gofood dari jam 1 siang sampai jam 3 sore ga bisa bisa , udh 2x ganti resto udh 5x ganti driver tetep ga bisa pada ngeluh titik resto nya ga ketemu ketemu / resto nya tutup 🤦🏻","['tolong', 'benah', 'resto', 'yg', 'udh', 'tutup', 'ga', 'bener', 'pesan', 'gofood', 'jam', 'siang', 'jam', 'sore', 'ga', 'udh', 'x', 'ganti', 'resto', 'udh', 'x', 'ganti', 'driver', 'tetep', 'ga', 'ngeluh', 'titik', 'resto', 'nya', 'ga', 'ketemu', 'ketemu', 'resto', 'nya', 'tutup', '']"
"gampang klo keluyuran,gak tau jalan😊😊","['gampang', 'klo', 'keluyurangak', 'tau', 'jalan']"
"gojek ni aplikasi kikir kah?, kenapaa harganya tiba tiba naik dengan drastis?, biasanya kena 18 rb untuk ketempat saya latihan, kenapa bisa menjadi 31rb?, setelah itu saya relog dan? harganya menjadi 37 rb..ada apa dengan gojek ini sebenarnya?. dan fitur pencarian cepat juga tidak ada gunanya sama sekali..setiap memesan kenapa dapat driver yang jauh? padahal banyak driver di dekat saya, dan kenapa memilih driver yang lokasi nya terlampau jauh? tolong perbaiki secepatnya.","['gojek', 'ni', 'aplikasi', 'kikir', 'kah', 'kenapaa', 'harga', 'drastis', 'kena', 'rb', 'tempat', 'latih', 'rb', 'relog', 'harga', 'rbada', 'gojek', 'fitur', 'cari', 'cepat', 'guna', 'sekalisetiap', 'mes', 'driver', 'driver', 'pilih', 'driver', 'lokasi', 'nya', 'lampau', 'tolong', 'baik', 'cepat']"
"Tiap pesan gofood, orderan lama banget di proses. Seperti di gantung dulu, biar lama. Jarak cm 500m aja, bisa setengah jam lebih. Cuma minuman seduh, yg 5menit jadi. Resto pun sedang sepi. Tp durasi orderan setengah jam 5.. 👎👎👎","['pesan', 'gofood', 'order', 'banget', 'proses', 'gantung', 'biar', 'jarak', 'cm', 'm', 'aja', 'jam', 'minum', 'seduh', 'yg', 'menit', 'resto', 'sepi', 'tp', 'durasi', 'order', 'jam', '']"
"login gagal verifikasi muka, padahal muka sendiri melalui KTP saya sendiri, beberapa kali mencoba padahal disitu ada uangnya, tolong jangan dibikin ribet perihal saya memangkas rambut seolah2 foto berbeda","['login', 'gagal', 'verifikasi', 'muka', 'muka', 'ktp', 'kali', 'coba', 'situ', 'uang', 'tolong', 'bikin', 'ribet', 'perihal', 'mangkas', 'rambut', 'foto', 'beda']"
"Sekarang driver gojek banyak yang masam raut wajahnya sama penumpang. 50: 50 lah sm yg ramah.. dinilai rendah, kasian ganggu rejeki orang. Tolong gojek kasih pelatihan atau gimana lah. Supaya lebih baik ke depan.","['driver', 'gojek', 'masam', 'raut', 'wajah', 'tumpang', 'sm', 'yg', 'ramah', 'nilai', 'rendah', 'kasi', 'ganggu', 'rejeki', 'orang', 'tolong', 'gojek', 'kasih', 'latih', 'gimana']"
Tolong kalo penumpang tuh yg konsisten pesenan cash udah jemput nya jauh titik ga sesuai... Tiba2 pembayaran di rubah jadi gopay mending gede cuma 14 ribu.. ga ada etika tolong di perbaiki,"['tolong', 'kalo', 'tumpang', 'tuh', 'yg', 'konsisten', 'sen', 'cash', 'udah', 'jemput', 'nya', 'titik', 'ga', 'sesuai', 'bayar', 'rubah', 'gopay', 'mending', 'gede', 'ribu', 'ga', 'etika', 'tolong', 'baik']"
Ini udah pakai aplikasi tapi para deivernya pada nggak terima gopay maunya lewat cash mereka mengatakan perjalanan ini dihitung offline dan itu biasanya dilebihkan 15 - 25 rb jadi nggak sesuai dengan biaya aplikasi ( nggak disemua daerah seperti ini tapi saya merasakan nya sering di kota² besar ),"['udah', 'pakai', 'aplikasi', 'deivernya', 'nggak', 'terima', 'gopay', 'mau', 'cash', 'jalan', 'hitung', 'offline', 'lebih', 'rb', 'nggak', 'sesuai', 'biaya', 'aplikasi', 'nggak', 'semua', 'daerah', 'rasa', 'nya', 'kota']"
"gajelas!!!!!, udh nunggu gofood sejam taunya driver lagi sibuk. kalo emg ga ada yg bisa anter kasih tau dari awal bukan malah ""makananmu lagi disiapin""","['gajelas', 'udh', 'nunggu', 'gofood', 'jam', 'tau', 'driver', 'sibuk', 'kalo', 'emg', 'ga', 'yg', 'anter', 'kasih', 'tau', 'makan', 'disiapin']"
"Pengendara sangat berhati-2 pelan tapi aman selamat sampai tujuan,","['kendara', 'hati', 'pelan', 'aman', 'selamat', 'tuju']"
"Dear Gojek, aplikasi Telpon antara driver dan costumer kalian 0/10 % tidak berfungsi. Artinya dr 10 kali percobaan telpon pakai aplikasi gojek, saya tidak bisa menerima panggilan apapun dr driver. Sudahkah mencoba fitur ini ke berbagai provider nomor telp.??","['dear', 'gojek', 'aplikasi', 'telpon', 'driver', 'costumer', 'fungsi', 'dr', 'kali', 'coba', 'telpon', 'pakai', 'aplikasi', 'gojek', 'terima', 'panggil', 'apa', 'dr', 'driver', 'coba', 'fitur', 'provider', 'nomor', 'telp']"
proses pemesanan dan pengantaran cepat banget,"['proses', 'mesan', 'antar', 'cepat', 'banget']"
Begitu lama mendapatkan driver Terlalu lama untuk pesanan Kita memerlukan waktu satu jam untuk makan Dan terkadang tidak bisa di cancel mohon di perbaiki Tidak bisa melayani dgn baik Tidak ada solusi dri cs servisnya,"['driver', 'pesan', 'jam', 'makan', 'terkadang', 'cancel', 'mohon', 'baik', 'layan', 'dgn', 'solusi', 'dri', 'cs', 'servis']"
"tapi kenapa gojek ny selalu kasih rating jlek ke saya , padahal saya memakai golek sudah hampir 7 tahun walau suka ganti2 akun. saya ngasih rating ke golek selalu bagus pdhl. nyebelin pegawai gojek ny... tau gt gk aku kasih bintang","['gojek', 'ny', 'kasih', 'rating', 'jlek', 'pakai', 'golek', 'suka', 'ganti', 'akun', 'ngasih', 'rating', 'golek', 'bagus', 'pdhl', 'nyebelin', 'pegawai', 'gojek', 'ny', 'tau', 'gt', 'gk', 'kasih', 'bintang']"
plis gua minta update trus ga bisa login,"['plis', 'gua', 'update', 'trus', 'ga', 'login']"
"Aplikasi ini sangat amat menguntungkan sekali. Berkat gojek kamii bisa order makan terus saat sibuk kerjaa. Tidak perlu repot-repot keluar untuk beli makan siang atau cemilan. Terimakasih gojek, sering-sering banyakin promo nyaa yaaa🫶👭👭😘😚😙😗😉 -Kami dari karyawati su2","['aplikasi', 'untung', 'berkat', 'gojek', 'kami', 'order', 'makan', 'sibuk', 'kerjaa', 'repotrepot', 'beli', 'makan', 'siang', 'cemilan', 'terimakasih', 'gojek', 'seringsering', 'banyakin', 'promo', 'nyaa', 'yaaa', 'karyawati', 'su']"
"jangan pakai layanan GOSEND dari aplikasi GOJEK ini, sebab pesanan/orderan sy di bawa kabur oleh kurirnya dan tanpa kompensasi pergantian","['pakai', 'layan', 'gosend', 'aplikasi', 'gojek', 'pesananorderan', 'sy', 'bawa', 'kabur', 'kurir', 'kompensasi', 'ganti']"
"Ga bisa di download, udah berkali-kali coba","['ga', 'download', 'udah', 'berkalikali', 'coba']"
"Untuk gofood, coba tambahin fitur ganti driver, sama tampilan posisi driver sebelum ke resto kenapa dihapus, padahal dulu udah bagus ada tampilannya, jadi bisa tau driver niat ambil orderan apa enggak, soalnya kadang suka ada driver yg ga gerak sama sekali udah nunggu lama setengah jam sampe sejam eh malah ganti driver, cape2 ditungguin mana udah laper, driver nya malah ga niat","['gofood', 'coba', 'tambahin', 'fitur', 'ganti', 'driver', 'tampil', 'posisi', 'driver', 'resto', 'hapus', 'udah', 'bagus', 'tampil', 'tau', 'driver', 'niat', 'ambil', 'order', 'kadang', 'suka', 'driver', 'yg', 'ga', 'gerak', 'udah', 'nunggu', 'jam', 'sampe', 'jam', 'eh', 'ganti', 'driver', 'cape', 'ditungguin', 'udah', 'laper', 'driver', 'nya', 'ga', 'niat']"
"kapok pesan makanan digofood bayar full pesan makanan dan minuman pertama kali datang ga sesuai laporan cuma diterima mana tengah malam harusnya operator telp toko kirim yg sdah dibaayar,cuma minta maaf orang makan bayar minuman ga datang??","['kapok', 'pesan', 'makan', 'digofood', 'bayar', 'full', 'pesan', 'makan', 'minum', 'kali', 'ga', 'sesuai', 'lapor', 'terima', 'malam', 'operator', 'telp', 'toko', 'kirim', 'yg', 'sdah', 'dibaayarcuma', 'maaf', 'orang', 'makan', 'bayar', 'minum', 'ga']"
pemeliharaan sistem nya lama lambatt,"['pelihara', 'sistem', 'nya', 'lambatt']"
"top up gak masuk, tp malah kepotong","['top', 'up', 'gak', 'masuk', 'tp', 'potong']"
trima kasih atas pelayanan cukup memuaskan,"['trima', 'kasih', 'layan', 'muas']"
masih belum diperbaiki kinerja driver atau apk nya ya gojek!!! solusinya dong buat driver biar autobid pas lagi ujan..aneh susah banget dapat driver kalo ujan.manjaaa bgt.kesel deh driver pada manja kalo ujan pada gamau narik.ga butuh rejeki apa ya?,"['baik', 'kerja', 'driver', 'apk', 'nya', 'ya', 'gojek', 'solusi', 'driver', 'biar', 'autobid', 'pas', 'ujananeh', 'susah', 'banget', 'driver', 'kalo', 'ujanmanjaaa', 'bgtkesel', 'deh', 'driver', 'manja', 'kalo', 'ujan', 'gamau', 'narikga', 'butuh', 'rejeki', 'ya']"
Baru pakai go pay later akunnya sudah di review bayrnya juga ga telat. Apalagi go pinjam ga bisa tarik dana bayarnya juga ga telat. Baru nyoba udah ga nyaman,"['pakai', 'go', 'pay', 'later', 'akun', 'review', 'bayrnya', 'ga', 'telat', 'go', 'pinjam', 'ga', 'tarik', 'dana', 'bayar', 'ga', 'telat', 'nyoba', 'udah', 'ga', 'nyaman']"
"Lama dapat driver, ongkir dan biaya penanganan naik. Sudah pakai yg express masih sama lama, nunggu 1 jam an lebih 😤","['driver', 'ongkir', 'biaya', 'tangan', 'pakai', 'yg', 'express', 'nunggu', 'jam', 'an', '']"
akurasi penjemputan baik.,"['akurasi', 'jemput']"
"gojek sangat membantu apalagi gofood nya yang mempermudah kita dalam membeli makanan. namun alangkah baiknya kita diberi akses untuk berkomunikasi dengan pihak resto agar tdk ada misscom. pengalaman saya, yang memesan makanan dari gofood, sudah menunggu selama ±1jam 30mnt dengan informasi makanan masih disiapkan. jujur untuk waktu yang sangat lama membuat saya ingin cancel saja namun tdk bisa, disitu juga saya tdk bisa meminta kejelasan dri pihak resto. lalu tiba tiba pesanan saya dibatalkan:)","['gojek', 'bantu', 'gofood', 'nya', 'mudah', 'beli', 'makan', 'alangkah', 'baik', 'akses', 'komunikasi', 'resto', 'tdk', 'misscom', 'alam', 'mes', 'makan', 'gofood', 'tunggu', 'jam', 'mnt', 'informasi', 'makan', 'siap', 'jujur', 'cancel', 'tdk', 'situ', 'tdk', 'jelas', 'dri', 'resto', 'pesan', 'batal']"
"aplikasi apa ini busuk kali, order go food sering telat² menunggu dapet driver, makanan yg ku pesen sampai dingin","['aplikasi', 'busuk', 'kali', 'order', 'go', 'food', 'telat', 'tunggu', 'dapet', 'driver', 'makan', 'yg', 'ku', 'sen', 'dingin']"
aplikasi yg sangat berguna bgt....utk urusan perut n perjalanan anda 😉😃,"['aplikasi', 'yg', 'guna', 'bgtutk', 'urus', 'perut', 'n', 'jalan', '']"
