ulasan,processed_text
"ini emg skg prosesnya dari pesen makanan harus ber jam2 ya? kayak gini jadi repot, harusnya bisa lgsg sat set malah jadi patokan pesen sampe anter bisa sampe 2jam, belum lagi kalo ganti driver harus nunggu lagi, bener2 bikin repot!","['emg', 'skg', 'proses', 'sen', 'makan', 'ber', 'jam', 'ya', 'kayak', 'gin', 'repot', 'lgsg', 'sat', 'set', 'patok', 'sen', 'sampe', 'anter', 'sampe', 'jam', 'kalo', 'ganti', 'driver', 'nunggu', 'bener', 'bikin', 'repot']"
"Aku mau komplain nih.. aku tidak setuju dengan biaya penggantian rute, masa aku ganti rute dari jauh ke yang dekat biaya ongkos masih sama. sedangkan tujuan jauh makin jauh biaya nambah.👎 Blom lg klo musim hujan susahnya minta ampun klo pesan gojeknyaparah.","['komplain', 'nih', 'tuju', 'biaya', 'ganti', 'rute', 'ganti', 'rute', 'biaya', 'ongkos', 'tuju', 'biaya', 'nambah', 'blom', 'lg', 'klo', 'musim', 'hujan', 'susah', 'ampun', 'klo', 'pesan', 'gojeknyaparah']"
"sebenernya emang salah gua sendiri, tp gua sedikit kecewa dgn pelayanan pd menu gopay pinjam. ya soalnya spam call terus, gimana gak risih coba? gua yg juga kerja di bagian finance aja gak sampe segitunya nagih2 orang. terus sampe WA ngancem2 buat nyebarin ke kontak2 termasuk HRD tempat kerja gua. ya allah padahal mah gua gak lari, gua pasti bayar. mau ada denda mah gpp toh tetep gua bayar. tolong dong jgn dikejer2 mulu, bukan kalian doang yg pusing tp gua juga. thanks.","['sebenernya', 'emang', 'salah', 'gua', 'tp', 'gua', 'kecewa', 'dgn', 'layan', 'pd', 'menu', 'gopay', 'pinjam', 'ya', 'spam', 'call', 'gimana', 'gak', 'risih', 'coba', 'gua', 'yg', 'kerja', 'finance', 'aja', 'gak', 'sampe', 'segitunya', 'nagih', 'orang', 'sampe', 'wa', 'ngancem', 'nyebarin', 'kontak', 'hrd', 'kerja', 'gua', 'ya', 'allah', 'mah', 'gua', 'gak', 'lari', 'gua', 'bayar', 'denda', 'mah', 'gpp', 'tetep', 'gua', 'bayar', 'tolong', 'jgn', 'kejer', 'mulu', 'doang', 'yg', 'pusing', 'tp', 'gua', 'thanks']"
"semua promo di blokir, katanya ada penyalahgunaan promo, padahal kalo sistem yang salah kasih promo, kenapa pengguna nya yg kena sanksi, sudah minta bantuan dan katanya tidak bisa mengubah sanksi, dan terancam akun di blokir, dan sudah saya uninstal ganti aplikasi lain saja😤","['promo', 'blokir', 'penyalahgunaan', 'promo', 'kalo', 'sistem', 'salah', 'kasih', 'promo', 'guna', 'nya', 'yg', 'kena', 'sanksi', 'bantu', 'ubah', 'sanksi', 'ancam', 'akun', 'blokir', 'uninstal', 'ganti', 'aplikasi', 'saja']"
"kebanyakan vitur ga guna cuma bikin pusing and ribet, pilihan harganya terlalu banyak and ribet ga bisa to the point aja kah? and terlalu banyak iklan","['banyak', 'vitur', 'ga', 'bikin', 'pusing', 'and', 'ribet', 'pilih', 'harga', 'and', 'ribet', 'ga', 'to', 'the', 'point', 'aja', 'kah', 'and', 'iklan']"
"tolong di upgrade lagi untuk tempat penjemputan nya. Dan tolong kasih tau ke drivernya kalau jemput sesuai sama titik. saya pesen gocar supaya memudahkan ini malah makin ribet, masa titik penjemputan di deket terminal ini saya disuruh nyebrang ke LRT udh tau bawa Koper 2 dan perempuan sendirian. udh sering banget dapet begitu pdhl sengaja gmw cancel karena takut ngaruh ke orderan nya. ini malah dibuat ribet ya kita capek jugaa","['tolong', 'upgrade', 'jemput', 'nya', 'tolong', 'kasih', 'tau', 'drivernya', 'jemput', 'sesuai', 'titik', 'sen', 'gocar', 'mudah', 'ribet', 'titik', 'jemput', 'deket', 'terminal', 'suruh', 'nyebrang', 'lrt', 'udh', 'tau', 'bawa', 'koper', 'perempuan', 'udh', 'banget', 'dapet', 'pdhl', 'sengaja', 'gmw', 'cancel', 'takut', 'ngaruh', 'order', 'nya', 'ribet', 'ya', 'capek', 'jugaa']"
"buat para customer food gojek. klo pake jasa biaya kirim food,,dgn jarak di bawah 5km,, pakailah yg hemat...jgn yg reguler ato yg mahal ongkirnya. karena percuma ongkir pake yg reguler tp jarak di bawah 5km. karena psti ongkir yg masuk ke driver cm 5k. sisanya buat aplikator...! karena di gojek itu ada aturan main. gofood jarak dekat.. ongkos 5k ke driver. jadi jangan heran jika makanan yg anda pesan di cancel ato tidak mendapatkan driver.","['customer', 'food', 'gojek', 'klo', 'pake', 'jasa', 'biaya', 'kirim', 'fooddgn', 'jarak', 'km', 'pakai', 'yg', 'hematjgn', 'yg', 'reguler', 'ato', 'yg', 'mahal', 'ongkirnya', 'ongkir', 'pake', 'yg', 'reguler', 'tp', 'jarak', 'km', 'psti', 'ongkir', 'yg', 'masuk', 'driver', 'cm', 'k', 'sisa', 'aplikator', 'gojek', 'atur', 'main', 'gofood', 'jarak', 'ongkos', 'k', 'driver', 'heran', 'makan', 'yg', 'pesan', 'cancel', 'ato', 'driver']"
"Keren customer service nya, soal harga oke bisa disesuaikan dan saya nyaman pakai aplikasi ini😊, dan untuk masalah promo/diskon kadang driver pada gk mau narik semoga yang ini bisa ditimdak lanjuti!, oya tolong dong cakupan gojek diperluas!, maju terus gojek!!","['keren', 'customer', 'service', 'nya', 'harga', 'oke', 'sesuai', 'nyaman', 'pakai', 'aplikasi', 'ini', 'promodiskon', 'kadang', 'driver', 'gk', 'narik', 'moga', 'ditimdak', 'lanjut', 'oya', 'tolong', 'cakup', 'gojek', 'luas', 'maju', 'gojek']"
"sbnrny ini aplikasi nya bagus banget, cuman tadi ad kyk nya hp saya yang ngelag, sya sudah sampai tujuan setelah di cancel gojek 2x terus waktu saya nyampe ada driver gojek lain nlpn saya, saya kira apa trnyata kykny antara hp saya atau aplikasi nya yang ngelag, atau saya nya yang keliru,bpk driver nya dah sampai di lokasi jemput yg pdhl salah paham, terus terjadi kesalahpahaman antara kami, ini adalah kesalahan pahaman mohon kejadian ini jangan terulang lagi oleh yang lain 🙏🏻","['sbnrny', 'aplikasi', 'nya', 'bagus', 'banget', 'cuman', 'ad', 'kyk', 'nya', 'hp', 'ngelag', 'sya', 'tuju', 'cancel', 'gojek', 'x', 'nyampe', 'driver', 'gojek', 'nlpn', 'trnyata', 'kykny', 'hp', 'aplikasi', 'nya', 'ngelag', 'nya', 'kelirubpk', 'driver', 'nya', 'dah', 'lokasi', 'jemput', 'yg', 'pdhl', 'salah', 'paham', 'kesalahpahaman', 'salah', 'paham', 'mohon', 'jadi', 'ulang', '']"
"penanganan buat pelaporan barang tertinggal nya payah, udh ditunggu 2x24 jam lebihh ga ada respon selanjutnya dri pihak gojek nya, cukup kecewa juga sama driver² gocar nya kenapa pada ga jujur disaat ada barang cust nya yang tertinggal didlm mobil nya pada saat naik gocar 👎 bukan masalah HP nya tpi data² penting yang ada di HP tersebut!","['tangan', 'lapor', 'barang', 'tinggal', 'nya', 'payah', 'udh', 'tunggu', 'x', 'jam', 'lebihh', 'ga', 'respon', 'dri', 'gojek', 'nya', 'kecewa', 'driver', 'gocar', 'nya', 'ga', 'jujur', 'saat', 'barang', 'cust', 'nya', 'tinggal', 'didlm', 'mobil', 'nya', 'gocar', '', 'hp', 'nya', 'tpi', 'data', 'hp']"
"saya pelanggan lama & tahun ini baru ngerasaain kcewa. saya sering pesan GOFOOD dan makin kesini makin aneh. Pengiriman Express tetap aja telat dan pernah udah nunggu makanan 1 jam tiba2 di batalin. Mau komplen, bingung komplen kemana. itu 1 jam makanan kita udah di buat apa belum? malah di Cancel ntah dari sistem apa Restonya. Klo dari Restonya harusnya cancel dari awal biar saya cari Resto yang laen ga perlu nunggu lama sampai 1 jam. Makin kesini,makin lama pengiriman padahal resto tidak jauh.","['langgan', 'ngerasaain', 'kcewa', 'pesan', 'gofood', 'kesini', 'aneh', 'kirim', 'express', 'aja', 'telat', 'udah', 'nunggu', 'makan', 'jam', 'batalin', 'komplen', 'bingung', 'komplen', 'mana', 'jam', 'makan', 'udah', 'cancel', 'ntah', 'sistem', 'restonya', 'klo', 'restonya', 'cancel', 'biar', 'cari', 'resto', 'laen', 'ga', 'nunggu', 'jam', 'kesinimakin', 'kirim', 'resto']"
dear atasan gojek. dulu aku penggila dan pemakai app gojek saat masih di Surabaya. promo gilaa²an diskon juga gilaaa. gratis ongkir sering. tapi karena sekarang pindah di pekanbaru. mau beli makanan harga 15rb aja. ongkirnya 40rb. laper jadi auto kenyang. tolong laah buat promo seperti saat aku masih tinggal di jawa. :( rindu order online tanpa memikirkan mahal ongkir atau apapun itu. terima kasih.,"['dear', 'atas', 'gojek', 'gila', 'pakai', 'app', 'gojek', 'surabaya', 'promo', 'gilaa an', 'diskon', 'gilaaa', 'gratis', 'ongkir', 'pindah', 'pekanbaru', 'beli', 'makan', 'harga', 'rb', 'aja', 'ongkirnya', 'rb', 'laper', 'auto', 'kenyang', 'tolong', 'laah', 'promo', 'tinggal', 'jawa', 'rindu', 'order', 'online', 'pikir', 'mahal', 'ongkir', 'apa', 'terima', 'kasih']"
"pesan pakai gofood pilih yang pengiriman reguler. makanan hampir dimasak sejam, berhenti di menit 14 untuk makananmu siap dan sampai hampir sejam, padahal 15 menit resto udah chat makanan siap diambil. jadinya makanan datang kondisi dingin. mantab gojek. jadi pindah aja ke aplikasi sebelah","['pesan', 'pakai', 'gofood', 'pilih', 'kirim', 'reguler', 'makan', 'masak', 'jam', 'henti', 'menit', 'makan', 'jam', 'menit', 'resto', 'udah', 'chat', 'makan', 'ambil', 'makan', 'kondisi', 'dingin', 'mantab', 'gojek', 'pindah', 'aja', 'aplikasi', 'belah']"
"sebenarnya aplikasi gojek bagus, cuma kenapa saat aku mau pesan goride dan gocar, kan harus cek lokasi saat ini. Nah, jadi waktu cek lokasi, layarnya putih terus dan ini udah sampai 3 hari. Cara ngatasinnya gimana ya?","['aplikasi', 'gojek', 'bagus', 'pesan', 'goride', 'gocar', 'cek', 'lokasi', 'cek', 'lokasi', 'layar', 'putih', 'udah', 'ngatasinnya', 'gimana', 'ya']"
"3 kali pesen makanan nunggu satu jam lebih tetep ga dapet driver, udah pindah resto yg lebih deket sama titik antar juga tetep ga dapet. chat ke cs yang bales botnya mulu, mau chat resto kita gabisa chat duluan, kan yg dirugikan jadi customer juga. tolong dong klo chat cs itu jgn bot mulu","['kali', 'sen', 'makan', 'nunggu', 'jam', 'tetep', 'ga', 'dapet', 'driver', 'udah', 'pindah', 'resto', 'yg', 'deket', 'titik', 'tetep', 'ga', 'dapet', 'chat', 'cs', 'bales', 'bot', 'mulu', 'chat', 'resto', 'gabisa', 'chat', 'duluan', 'yg', 'rugi', 'customer', 'tolong', 'klo', 'chat', 'cs', 'jgn', 'bot', 'mulu']"
"Kecewa dengan app gojek karena tidak ada fitur pembatalan pemesanan makanan, padahal belum ada 5 menit dari proses saya pencet fitur pesan, itu saya salah pencet, masa iya baru 5 menit pesanan langsung sudah disiapkan","['kecewa', 'app', 'gojek', 'fitur', 'batal', 'mesan', 'makan', 'menit', 'proses', 'pencet', 'fitur', 'pesan', 'salah', 'pencet', 'iya', 'menit', 'pesan', 'langsung', 'siap']"
saya ingin membatalkan pesanan karna harga nya tiba2 naik drastis sampe seratus ribu padahal lagi promo kok harga nya naik sih padahal yg saya beli cuman minuman 1 saja,"['batal', 'pesan', 'karna', 'harga', 'nya', 'drastis', 'sampe', 'ratus', 'ribu', 'promo', 'harga', 'nya', 'sih', 'yg', 'beli', 'cuman', 'minum']"
Susah cari driver. Padahal sy selalu ngasih tip. Bisa 5x ganti driver ga ada yg mau ambil. Alesannya tarif pembagian dari gojek gak sesuai padahal penumpangnya bayar full. Baik go food atau go mart driver gak mau ambil nunggu makanan sampe lewat estimasi. Drivernya banyak yg sengaja gamau cancel jadi sy nunggu berjam jam. Makin kesini makin gak nyaman. Uninstal.,"['susah', 'cari', 'driver', 'sy', 'ngasih', 'tip', 'x', 'ganti', 'driver', 'ga', 'yg', 'ambil', 'alesannya', 'tarif', 'bagi', 'gojek', 'gak', 'sesuai', 'tumpang', 'bayar', 'full', 'go', 'food', 'go', 'mart', 'driver', 'gak', 'ambil', 'nunggu', 'makan', 'sampe', 'estimasi', 'drivernya', 'yg', 'sengaja', 'gamau', 'cancel', 'sy', 'nunggu', 'jam', 'jam', 'kesini', 'gak', 'nyaman', 'uninstal']"
"kebiasaan kalau emang ga bisa cepat ga usah nyalain aplikasinya pelanggan juga punya jam waktunya, banyak banget alasan minta nunggu lagi untuk prepare belum dia jarak jalan nya jauh memangnya waktu pelanggan yang atur itu driver!","['biasa', 'emang', 'ga', 'cepat', 'ga', 'nyalain', 'aplikasi', 'langgan', 'jam', 'banget', 'alas', 'nunggu', 'prepare', 'jarak', 'jalan', 'nya', 'memang', 'langgan', 'atur', 'driver']"
"Menunggu pesanan bakso 3 bungkus dgn jarak 3kg saja 30mnt lbih,trus ditambahin lg waktunya jd hampir 1 jam stts msh ""sedang disiapkan"" dan tidak bisa di batalin. Helllooo kl org sudah kelaparan terus menunggu waktu yg diulur2 ini gimna?? lagian kenapa tdk bisa dibatalinn??? resto loh rata2 buat pesanan saat kurir datang,Bukan sebelum kurir datang. tolong diperbaikin sistemnya","['tunggu', 'pesan', 'bakso', 'bungkus', 'dgn', 'jarak', 'kg', 'mnt', 'lbihtrus', 'ditambahin', 'lg', 'jd', 'jam', 'stts', 'msh', 'siap', 'batalin', 'helllooo', 'kl', 'org', 'lapar', 'tunggu', 'yg', 'ulur', 'gimna', 'tdk', 'dibatalinn', 'resto', 'loh', 'pesan', 'kurir', 'datangbukan', 'kurir', 'tolong', 'diperbaikin', 'sistem']"
"Sebener e cepet pelayanan juga oke, tapi tadi saya ada salah pencet ehh malah ke order dan ngga bisa di batalin sama sekali padahal baru aja kepencet dan bukan yang nunggu lama, semoga ada fitur yang misal kita salah masih ada waktu untuk perbaiki","['sebener', 'e', 'cepet', 'layan', 'oke', 'salah', 'pencet', 'ehh', 'order', 'ngga', 'batalin', 'aja', 'pencet', 'nunggu', 'moga', 'fitur', 'salah', 'baik']"
"Driver gocar malas2, sampe batalin 3x gara2 driver mengeluh terlalu jauh lah apalah. Akhirnya beralih ke aplikasi sebelah, makin malas pake aplikasi ini. Driver pada malas2 semua. jarak ga ada 1km gada yg mau anter","['driver', 'gocar', 'malas', 'sampe', 'batalin', 'x', 'gara', 'driver', 'keluh', 'apa', 'alih', 'aplikasi', 'belah', 'malas', 'pake', 'aplikasi', 'driver', 'malas', 'jarak', 'ga', 'km', 'gada', 'yg', 'anter']"
"Saya pengguna gopay pinjam Selama 1,5 tahun saya sudah meminjam belasan juta, dan selalu disiplin tepat waktu dalam membayar angsuran. Karena suatu kendala pembayaran terakhir saya telat kurang dari 12 jam. Dan saya langsung mendapatkan pesan WA yg kurang sopan dan bersahabat dalam penyampaiannya. Sungguh terlalu, gopay pinjam dalam memperlakukan pelanggan setianya.","['guna', 'gopay', 'pinjam', 'pinjam', 'bas', 'juta', 'disiplin', 'bayar', 'angsur', 'kendala', 'bayar', 'telat', 'jam', 'langsung', 'pesan', 'wa', 'yg', 'sopan', 'sahabat', 'sampai', 'sungguh', 'gopay', 'pinjam', 'laku', 'langgan', 'setia']"
sudah bagus. tapi terakhir saya gunakan untuk gofood entah mengapa sampai 4x ganti driver sehingga pesanan lama dtg. dan tidak ada konfirmasi mengapa driver diganti berulang ulang,"['bagus', 'gofood', 'x', 'ganti', 'driver', 'pesan', 'dtg', 'konfirmasi', 'driver', 'ganti', 'ulang', 'ulang']"
"susah bener mau batalin pesanan. Kadang pesanan sy dianggurin resto sampai berjam² dan sy ga bisa batalin, alasannya masih di proses dll. Bukan sekali loh sy kena kendala seperti ini, udah gt CS nya juga bot dan tidak membantu sama sekali :)","['susah', 'bener', 'batalin', 'pesan', 'kadang', 'pesan', 'sy', 'dianggurin', 'resto', 'jam', 'sy', 'ga', 'batalin', 'alas', 'proses', 'dll', 'loh', 'sy', 'kena', 'kendala', 'udah', 'gt', 'cs', 'nya', 'bot', 'bantu']"
"Sebenernya bagus, tapi semakin kesini semakin susah cari driver, status pesanan ngegantung berjam jam, ga bisa dicancel, ditungguin pun tidak kunjung dapat driver, sebenernya kekurangan driver atau gimana sih? Udah lama seperti ini tp tidak ada perbaikan!","['sebenernya', 'bagus', 'kesini', 'susah', 'cari', 'driver', 'status', 'pesan', 'ngegantung', 'jam', 'jam', 'ga', 'dicancel', 'ditungguin', 'kunjung', 'driver', 'sebenernya', 'kurang', 'driver', 'gimana', 'sih', 'udah', 'tp', 'baik']"
"tolong fitur pencarian drivernya segera diperbaiki, setiap kali memesan selalu saja dapat driver yang lokasinya terlampau jauh, padahal dilokasi pemesanan banyak sekali driver yang lebih dekat, tapi selalu saja malah dapet driver yang kejauhan.","['tolong', 'fitur', 'cari', 'drivernya', 'baik', 'kali', 'mes', 'driver', 'lokasi', 'lampau', 'lokasi', 'mesan', 'driver', 'dapet', 'driver', 'jauh']"
"ga bisa rèquest pesanan go food waktu tambah lama, klo kaku setidaknya perbanyak pilihan request kaya klo ada promo beli 2 gratis 1 pilihannya menunya untuk 3 3nya contoh pas kemaren beli richesse beli 2 gratis pilihan menu saucenya cuma untuk 1 menu sementara 2 lainnya ga ada dan saya menulis di catatan tetapi dr resto ga bisa request pesanan dan harus mengikuti aplikasi akhirnya semua dibuat sama saucenya","['ga', 'r quest', 'pesan', 'go', 'food', 'klo', 'kaku', 'banyak', 'pilih', 'request', 'kaya', 'klo', 'promo', 'beli', 'gratis', 'pilih', 'menu', 'nya', 'contoh', 'pas', 'kemaren', 'beli', 'richesse', 'beli', 'gratis', 'pilih', 'menu', 'saucenya', 'menu', 'ga', 'tulis', 'catat', 'dr', 'resto', 'ga', 'request', 'pesan', 'ikut', 'aplikasi', 'saucenya']"
"Driver semakin sering tidak bergerak ke posisi penjemputan, dihubungi tidak merespon karena mengejar waktu akhirnya saya batalin yg berimbas ke performa saya sebagai pengguna karena sering melakukan pembatalan yang bukan karena keinginan saya., padahal saya booking pakai prioritas. mulai pindah kelain hati deh kalau seperti ini terus :(.","['driver', 'gerak', 'posisi', 'jemput', 'hubung', 'merespon', 'kejar', 'batalin', 'yg', 'imbas', 'performa', 'guna', 'batal', 'booking', 'pakai', 'prioritas', 'pindah', 'lain', 'hati', 'deh']"
"pesan makan udh sejam tp gaada driver yang mau ambil, padahal metode pembayaran udah reguler loh. tindak lanjuti lah masalah driver yang suka skip orderan itu. menyebalkan sekali buang buang waktu banget. semuanya lelet dan menyebalkan. masalahnya ini gak sekali dua kali aja terjadi, sesering itu. saya pesan makan di jam 7, baru sampe ke rumah di jam 10an.","['pesan', 'makan', 'udh', 'jam', 'tp', 'gaada', 'driver', 'ambil', 'metode', 'bayar', 'udah', 'reguler', 'loh', 'tindak', 'lanjut', 'driver', 'suka', 'skip', 'order', 'sebal', 'buang', 'buang', 'banget', 'lelet', 'sebal', 'gak', 'kali', 'aja', 'sering', 'pesan', 'makan', 'jam', 'sampe', 'rumah', 'jam', 'an']"
"Tolong ya , yang cerdas dikit , makanan/minuman yg harusnya disajikan panas jangan di double order. nggak bisa dimakan karena sudah dingin begitu sampai. sudah pakai pilihan ongkir yg mahal kenapa tetap di double order sihh.","['tolong', 'ya', 'cerdas', 'dikit', 'makananminuman', 'yg', 'saji', 'panas', 'double', 'order', 'nggak', 'makan', 'dingin', 'pakai', 'pilih', 'ongkir', 'yg', 'mahal', 'double', 'order', 'sihh']"
"Aplikasi udah nggak seworth it dlu. Gw coba pesen goride 1 Minggu masih diharga 10.000 dalam jarak 1,5km habis itu diminggu selanjutnya eh malah jadi 16.000 ga masuk akal anjg padahal jaraknya sama emng babi ni apk lama"", kecewa berat!!!!","['aplikasi', 'udah', 'nggak', 'seworth', 'it', 'dlu', 'gw', 'coba', 'sen', 'goride', 'minggu', 'harga', 'jarak', 'km', 'habis', 'minggu', 'eh', 'ga', 'masuk', 'akal', 'anjg', 'jarak', 'emng', 'babi', 'ni', 'apk', 'kecewa', 'berat']"
"Gk jelas gojek ini makin kesini,, biaya layanan makin mahal,,,ongkir mahal banget lebih menggila ,,, gopay pinjaman juga gk bisa di pakai ,, percuma nawarkan limit besar tapi tidak bisa ditarik, terlalu banyak persyaratan minta data. Penolakan tanpa sebab yg jelas,, tidak bagus lagi. TIDAK REKOMENDET , malahan lebih enak aplikasi samping, murah ,layanan semakin bagus, mendahulukan keperluan pelanggan.","['gk', 'gojek', 'kesini', 'biaya', 'layan', 'mahalongkir', 'mahal', 'banget', 'gila', 'gopay', 'pinjam', 'gk', 'pakai', 'nawarkan', 'limit', 'tarik', 'syarat', 'data', 'tolak', 'yg', 'bagus', 'rekomendet', 'enak', 'aplikasi', 'samping', 'murah', 'layan', 'bagus', 'dahulu', 'perlu', 'langgan']"
tolong di perbaiki drivernya karena ga ada mau ngambil kalo pesennya 2 titik antar.. kalo ga ada driver yg mau kenapa ada fitur 2 titik antar? udah dapat driver tapi malah di cancel kan ga sopan,"['tolong', 'baik', 'drivernya', 'ga', 'ngambil', 'kalo', 'sen', 'titik', 'kalo', 'ga', 'driver', 'yg', 'fitur', 'titik', 'udah', 'driver', 'cancel', 'ga', 'sopan']"
"2 x pesen gofood gk prnah dpet driver, klo emang gk dpet driver. klo emang lgi gk ada driver, tulis keterangan dri awal gk bisa food. udh nunggu lama2 malah ke cancel.","['x', 'sen', 'gofood', 'gk', 'prnah', 'dpet', 'driver', 'klo', 'emang', 'gk', 'dpet', 'driver', 'klo', 'emang', 'lgi', 'gk', 'driver', 'tulis', 'terang', 'dri', 'gk', 'food', 'udh', 'nunggu', 'cancel']"
"mohon maaf sebelumnya, tolong banget ya untuk gojek , saya pesen gofood tapi lama banget dapet driver nya sampe 1 jam lebih belum juga dapet driver . tolong di perbaiki , kalo kaya gini lama lama orang males pesen lewat go food","['mohon', 'maaf', 'tolong', 'banget', 'ya', 'gojek', 'sen', 'gofood', 'banget', 'dapet', 'driver', 'nya', 'sampe', 'jam', 'dapet', 'driver', 'tolong', 'baik', 'kalo', 'kaya', 'gin', 'orang', 'males', 'sen', 'go', 'food']"
"gocar lebih sering dapat AC yang tidak dingin...sy kasih bintang 3 untuk apresiasi pada unit yang AC nya dingin saja, selebihnya buat AC di unit nya yg tidak dingin, padahal pakai gocar biasa dan gocar comfort, bukan gocar hemat,,, ttp ya gitulah maka bersyukur banget jika dapat unit yang AC nya ok","['gocar', 'ac', 'dinginsy', 'kasih', 'bintang', 'apresiasi', 'unit', 'ac', 'nya', 'dingin', 'lebih', 'ac', 'unit', 'nya', 'yg', 'dingin', 'pakai', 'gocar', 'gocar', 'comfort', 'gocar', 'hemat', 'ttp', 'ya', 'gitulah', 'syukur', 'banget', 'unit', 'ac', 'nya', 'ok']"
"titik lokasi jemput tidak bisa presisi dan lompat mengikuti titik jemput terdekat dari aplikasi, menyusahkan, mohon di perbaiki lagi, padahal sebelumnya bisa dan sudah di bookmark rumah","['titik', 'lokasi', 'jemput', 'presisi', 'lompat', 'ikut', 'titik', 'jemput', 'dekat', 'aplikasi', 'susah', 'mohon', 'baik', 'bookmark', 'rumah']"
"aplikasinya bagus dan sangat membantu, tapi ada satu hal yang bikin saya kesel banget ketika baru aja hujan mau pesen gofood suka ga ada yang anterin dan bisa nunggu sampe 1 jam lebih dan di luar estimasi dari gojeknya sendiri dan kalo telat waktu estimasinya di freeze gitu aja dan csnya tidak membantu sekali","['aplikasi', 'bagus', 'bantu', 'bikin', 'kesel', 'banget', 'aja', 'hujan', 'sen', 'gofood', 'suka', 'ga', 'anterin', 'nunggu', 'sampe', 'jam', 'estimasi', 'gojek', 'kalo', 'telat', 'estimasi', 'freeze', 'gitu', 'aja', 'csnya', 'bantu']"
"baru aja mau pesen makanan, aslinya udah order dari jam 4 kurang 15, di notif tulisannya resto sedang menyiapkan makanan dan harus nunggu sejam. sejam kemudian orderannya batal karena gak dapet driver, jadi sebenernya makanannya itu udah dibuat apa belum? tolong diperbaiki dong, masa baru tau kalo orderannya ga diterima setelah nunggu sejam? jadi sekarang harus order lagi dan nunggu sejam lagi (itu juga gatau ntr ke cancel lagi atau enggak), hadeh.","['aja', 'sen', 'makan', 'asli', 'udah', 'order', 'jam', 'notif', 'tulis', 'resto', 'makan', 'nunggu', 'jam', 'jam', 'order', 'batal', 'gak', 'dapet', 'driver', 'sebenernya', 'makan', 'udah', 'tolong', 'baik', 'tau', 'kalo', 'order', 'ga', 'terima', 'nunggu', 'jam', 'order', 'nunggu', 'jam', 'gatau', 'ntr', 'cancel', 'hadeh']"
drivernya kalo udah lihat costumer pake diskon gada yg mau ambil.. saya pesan makan dari jam setengah 10 malam sampai jam setengah 12 malam gada yg mau ambil. bolak balik ganti resto pun gada yg mau ambil. tolong hapus diskon itu kalo drivernya manja!,"['drivernya', 'kalo', 'udah', 'lihat', 'costumer', 'pake', 'diskon', 'gada', 'yg', 'ambil', 'pesan', 'makan', 'jam', 'malam', 'jam', 'malam', 'gada', 'yg', 'ambil', 'bolak', 'ganti', 'resto', 'gada', 'yg', 'ambil', 'tolong', 'hapus', 'diskon', 'kalo', 'drivernya', 'manja']"
"benar-benar kecewa banget, udah nunggu satu jam lebih, makanan nggak dateng2, pas dapet driver malah dibatalin setelah nunggu lama, bener-bener mengecewakan banget, nggak sekali dua kali kayak gini, tapi udh beberapa kali. respin admin juga nggak jelas, jdi bikin kesel.","['benarbenar', 'kecewa', 'banget', 'udah', 'nunggu', 'jam', 'makan', 'nggak', 'dateng', 'pas', 'dapet', 'driver', 'dibatalin', 'nunggu', 'benerbener', 'kecewa', 'banget', 'nggak', 'kali', 'kayak', 'gin', 'udh', 'kali', 'respin', 'admin', 'nggak', 'jdi', 'bikin', 'kesel']"
gimana sih uda pake gofood express buat buka puasa tapi udah 1 jam ga nyampe nyampe. padahal lokasi nya deket. ini saya sampai ga buka buka ini. mau di cancle tapi kok gabisa. Kapan hari saya juga pesan go car driver nya juga ugal ugal an kalo nyetir. mana driver nya terlalu kepo sama urusan pribadi. bikin ga nyaman,"['gimana', 'sih', 'uda', 'pake', 'gofood', 'express', 'buka', 'puasa', 'udah', 'jam', 'ga', 'nyampe', 'nyampe', 'lokasi', 'nya', 'deket', 'ga', 'buka', 'buka', 'cancle', 'gabisa', 'pesan', 'go', 'car', 'driver', 'nya', 'ugal', 'ugal', 'an', 'kalo', 'nyetir', 'driver', 'nya', 'kepo', 'urus', 'pribadi', 'bikin', 'ga', 'nyaman']"
"sekarang kurang suka sama gofoodnya. sudah nunggu 30 menit lebih pesanan sudah di proses habis itu gak dapat driver dan di cancel sama aplikadinya. sumpahnya dongkol banget rasanya. padahal dulu driver dulu baru resto, sekarang resto dulu baru driver. nyebelii","['suka', 'gofoodnya', 'nunggu', 'menit', 'pesan', 'proses', 'habis', 'gak', 'driver', 'cancel', 'aplikadinya', 'sumpah', 'dongkol', 'banget', 'driver', 'resto', 'resto', 'driver', 'nyebelii']"
"katanya fitur ekspres lebih cepat , tapi kok lebih lambat dari yang ekonomis ya , padahal mahal lho , trus CS nya kaya komputer enggak bisa membantu customer , mana dapet drivernya juga lama , kalo nggak niat memperbaiki mending enggak usah","['fitur', 'ekspres', 'cepat', 'lambat', 'ekonomis', 'ya', 'mahal', 'lho', 'trus', 'cs', 'nya', 'kaya', 'komputer', 'bantu', 'customer', 'dapet', 'drivernya', 'kalo', 'nggak', 'niat', 'baik', 'mending']"
